,Unnamed: 0,epc_ind,epc_label,total_co2,scenario_name,gas_consumption,oil_consumption,total_floor_area,heating_consumption,electricity_injected,total_investment_cost,electricity_consumption,domestic_hot_water_consumption,total_subsidies,total_oil_cost,pv_production,name,building_type,construction_year,scale_kadaster,heating_system,tco,dhw_system,emissions_2025,modified_emissions_2025,emissions_2026,modified_emissions_2026,emissions_2027,modified_emissions_2027,emissions_2028,modified_emissions_2028,emissions_2029,modified_emissions_2029,emissions_2030,modified_emissions_2030,emissions_2031,modified_emissions_2031,emissions_2032,modified_emissions_2032,emissions_2033,modified_emissions_2033,emissions_2034,modified_emissions_2034,emissions_2035,modified_emissions_2035,emissions_2036,modified_emissions_2036,emissions_2037,modified_emissions_2037,emissions_2038,modified_emissions_2038,emissions_2039,modified_emissions_2039,emissions_2040,modified_emissions_2040,total_emissions,modified_total_emissions,total_co2_modified,epc_ind_modified,solar_injection_emissions_2025,solar_injection_emissions_2026,solar_injection_emissions_2027,solar_injection_emissions_2028,solar_injection_emissions_2029,solar_injection_emissions_2030,solar_injection_emissions_2031,solar_injection_emissions_2032,solar_injection_emissions_2033,solar_injection_emissions_2034,solar_injection_emissions_2035,solar_injection_emissions_2036,solar_injection_emissions_2037,solar_injection_emissions_2038,solar_injection_emissions_2039,solar_injection_emissions_2040
396622,0,36,2,1066.2012,"Triple glass, incl. frame + Internal wall insulation + Roof replacement + Condensing gas boiler + PV full roof with battery",9182,0,203,6026,5852,131200,1262,3155,"---
r1: 17250
r2: 12075
r3: 462
r4: 17250
r5: 12075
",0.0,6702,type_78,HALF_OPEN,1998.0,4253.0,Gasboiler,146775.31600000002,Gasboiler,1205.2857352091862,2028.6525282278883,1235.049320287218,2020.469163441728,1263.4411749526184,2012.6629498060558,1290.5245188854087,2005.2165053522035,1316.3596581260908,1998.113249203676,1341.0041193581224,1991.3373646557843,1364.512778001646,1984.873763956846,1386.9379804036937,1978.7080547125356,1408.3296603969434,1972.8265078385746,1428.7354504865716,1967.2160269904025,1448.200787912774,1961.8641194017603,1466.7690158251312,1956.7588680672516,1484.4814797940894,1951.888905206941,1501.377619874472,1947.2433869539034,1517.4950584260037,1942.8119692083626,1532.8696838864073,1938.5847846046522,22191.37404182638,31659.228147628568,2066.8932,108.06896551724138,823.3667930187021,785.4198431545099,749.2217748534374,714.6919864667948,681.7535910775853,650.333245297662,620.3609859552,591.7700743088419,564.4968474416312,538.4805765038309,513.6633314889862,489.9898522421204,467.4074254128516,445.8657670794314,425.31691078235895,405.7151007182449
281145,0,41,2,734.5962000000001,"Triple glass, incl. frame + Internal wall insulation + Roof replacement + Floor insulation + Condensing gas boiler + PV full roof with battery",5867,0,147,2711,3597,135000,976,3155,"---
r1: 23250
r2: 16275
r3: 902
r4: 23250
r5: 16275
",0.0,4548,type_59,HALF_OPEN,1958.0,22692.0,Gasboiler,146041.38900000002,Gasboiler,814.0168027850276,1320.1087977420118,831.0125231531151,1313.7799831371842,847.2249525818764,1307.7428480275044,862.6901910236724,1301.9839496226232,877.4426746728724,1296.490464677328,891.5152526443658,1291.2501609382293,904.9392601181513,1286.2513699064039,917.7445881128717,1281.4829608553366,929.9597500436578,1276.9343160463145,941.6119452124846,1272.5953070860799,952.7271193724141,1268.4562723741028,963.3300225005814,1264.5079955892531,973.4442639085639,1260.741685167967,983.0923648128521,1257.148954728217,992.2958084824738,1253.7218043956907,1001.0750880754408,1250.4526029906026,14684.12260750042,20503.649473284848,1349.6832000000002,102.1734693877551,506.0919949569842,482.7674599840691,460.5178954456279,439.29375859895083,419.0477900044556,399.73490829386355,381.31210978825254,363.7383727424649,346.97456600265673,330.9833618735953,315.7291530016887,301.1779730886717,287.2974212594031,274.05658991536484,261.42599591321687,249.37751491516178
170458,0,19,1,784.1466000000001,"Triple glass, incl. frame + Internal wall insulation + Roof replacement + Floor insulation + Condensing gas boiler + PV full roof with battery + Solar Thermal Collector",6581,0,197,3426,4333,133300,1160,3155,"---
r1: 23250
r2: 16275
r3: 994
r4: 23250
r5: 16275
",0.0,5266,type_35,GESLOTEN,1998.0,2437.0,Gasboiler,145786.291,Gasboiler,880.2937089801195,1489.9396956769815,900.868840887003,1482.417743892555,920.4957155827142,1475.2424603605584,939.218035909238,1468.3978679941015,957.0774905520888,1461.8687260509228,974.1138468678262,1455.640496197076,990.3650394333821,1449.6993101346604,1005.8672545143619,1444.0319387215068,1020.6550106404143,1438.6257625140622,1034.761235467079,1433.4687436678819,1048.2173390952576,1428.5493991331552,1061.0532840115777,1423.856775085588,1073.2976518053697,1419.3804225356987,1084.9777068108278,1415.110374062225,1096.1194568160588,1411.0371216178294,1106.7477109741985,1407.1515953576836,16094.129328347513,23104.418433002487,1525.0896000000002,73.98730964467005,609.645986696862,581.5489030055521,554.7467447778442,529.1798320848635,504.791235498834,481.5266493292497,459.33427070127834,438.1646842071449,417.97075187364794,398.707508200803,380.3320600378977,362.80349107401025,346.082770730329,330.13266725139715,314.91766480177057,300.4038843834851
275846,0,40,2,770.0472000000001,"Triple glass, incl. frame + Internal wall insulation + Roof replacement + Floor insulation + Condensing gas boiler + PV full roof with battery",6042,0,147,2886,3597,134400,977,3155,"---
r1: 23250
r2: 16275
r3: 892
r4: 23250
r5: 16275
",0.0,4548,type_58,HALF_OPEN,1958.0,23075.0,Gasboiler,145707.98100000003,Gasboiler,849.4375011433698,1355.529496100354,866.4267370702637,1349.1941970543328,882.6329809097734,1343.1508763554014,898.0923188409087,1337.3860774398595,912.839173919468,1331.8869639239235,926.9063827272942,1326.6412910211577,940.325268488957,1321.6373782772096,953.125710818666,1316.8640835611309,965.3362122527215,1312.3107782553782,976.9839617156464,1307.9673235892417,988.0948950613222,1303.8240480630109,998.6937528239312,1299.8717259126029,1008.8041353073015,1296.1015565667046,1018.4485551353193,1292.5051450506842,1027.6484873804202,1289.074483293637,1036.4244173817838,1285.8019322969456,15250.220490977146,21069.74735676157,1385.1342000000002,101.1734693877551,506.0919949569842,482.7674599840691,460.5178954456279,439.29375859895083,419.0477900044556,399.73490829386355,381.31210978825254,363.7383727424649,346.97456600265673,330.9833618735953,315.7291530016887,301.1779730886717,287.2974212594031,274.05658991536484,261.42599591321687,249.37751491516178
25297,0,26,1,719.9783999999999,"Triple glass, incl. frame + Internal wall insulation + Roof replacement + Floor insulation + Condensing gas boiler + PV full roof with battery",6099,0,183,2943,4081,133700,1101,3155,"---
r1: 23250
r2: 16275
r3: 907
r4: 23250
r5: 16275
",0.0,5027,type_7,GESLOTEN,1945.0,38349.0,Gasboiler,145360.076,Gasboiler,810.277292140169,1384.4672925347902,829.6009268967125,1377.3279227807786,848.0339828668417,1370.5175890146336,865.6175046358428,1364.0211267771601,882.3906451450438,1357.8240705017809,898.3907528730294,1351.9126213042937,913.6534549988901,1346.2736162571216,928.2127367326814,1340.894499079637,942.1010169897369,1335.7632921792954,955.3492205773387,1330.868569981326,967.9868470544809,1326.1994334875897,980.0420364180591,1321.7454860079588,991.5416317617401,1317.496810010176,1002.511239047043,1313.4439450366465,1012.9752841197148,1309.5778666389915,1022.9570670983649,1305.8899662834567,14851.641639355688,21454.224107875638,1417.8293999999999,81.75136612021858,574.1900003946212,547.7269958840661,522.4836061477919,498.4036221413173,475.4334253567371,453.52186843126424,432.6201612582315,412.68176234695557,393.6622751895585,375.51934940398723,358.21258643310875,341.7034495898997,325.9551782484359,310.9327059896035,296.60258251927667,282.93289918509186
343395,0,68,2,1436.0417999999997,"Triple glass, incl. frame + Internal wall insulation + Roof replacement + Condensing gas boiler + PV full roof with battery + Solar Thermal Collector",6263,3155,194,6263,5098,133000,1197,3155,"---
r1: 17250
r2: 12075
r3: 570
r4: 17250
r5: 12075
",315.1,5984,type_71,HALF_OPEN,1980.0,11214.0,Gasboiler,144848.432,Gasboiler,1554.2485041069792,2271.5287349356436,1579.5443092027099,2263.766858827059,1603.674292873674,2256.3627084927484,1626.6921849612158,2249.2997972318444,1648.6492390304747,2242.5623981749604,1669.5943464958682,2236.1355092654308,1689.574145486802,2230.0048198544728,1708.6331246960372,2224.1566788358996,1726.813722441934,2218.5780642494246,1744.1564211651666,2213.2565542848743,1760.699837570312,2208.180299622747,1776.480808613036,2203.3379970495243,1791.534473524345,2198.7188642889923,1805.8943520545347,2194.31261599352,1819.5924191110757,2190.1094408418458,1832.6591759566174,2186.099979692368,27338.441357290783,35586.41132164135,2307.7998,133.6958762886598,717.2802308286643,684.2225496243491,652.6884156190745,622.6076122706286,593.9131591444857,566.5411627695626,540.4306743676707,515.5235541398624,491.7643418074906,469.1001331197076,447.4804620524351,426.8571884364883,407.18439076464733,388.4182639389853,370.51702173077,353.4408037357505
454849,0,42,2,1105.2864000000002,"Triple glass, incl. frame + Internal wall insulation + Roof replacement + PV full roof with battery + Solar Thermal Collector",9174,0,202,6018,5613,128200,1261,3155,"---
r1: 0
r2: 0
r3: 0
r4: 0
r5: 0
",0.0,6463,type_89,HALF_OPEN,2012.0,5585.0,Gasboiler,143972.821,Gasboiler,1237.1591444946357,2026.899029869546,1265.3794325686213,2018.722149524579,1292.2991169921122,2010.9221214781587,1317.9781393876467,2003.481577534967,1342.473678815849,1996.3839499570804,1365.8402790951084,1989.6134345728556,1388.1299702534125,1983.1549555860402,1409.3923843827615,1976.9941320067412,1429.6748661541392,1971.1172456295108,1449.0225782391194,1965.5112104872403,1467.4786018728526,1960.1635437128523,1485.0840327823466,1955.062337743902,1501.8780726936552,1950.1962338082033,1517.8981166217213,1945.5543966314358,1533.179836137248,1941.126490310416,1547.757258796001,1936.9026552983094,22550.62550928723,31631.805464151836,2065.1094000000003,111.46782178217822,789.7398853749103,753.3427169559577,718.6230044860465,685.5034381473204,653.9102711412313,623.7731554777472,595.0249853326277,567.6017476239797,541.4423794753716,516.4886322481209,492.68494183999974,469.9783049615553,448.31816111454805,427.65628000971446,407.9466541731681,389.14539650230836
437879,0,28,2,853.8156,"Triple glass, incl. frame + Internal wall insulation + Roof replacement + Floor insulation + PV full roof with battery",7036,0,158,3880,4333,129600,1031,3155,"---
r1: 0
r2: 0
r3: 0
r4: 0
r5: 0
",0.0,5266,type_85,HALF_OPEN,2012.0,5510.0,Gasboiler,142033.653,Gasboiler,953.8716207539723,1563.5176074508342,975.2832455748135,1556.8321485803656,995.7080612839968,1550.454806061841,1015.1915474857559,1544.3713795706194,1033.7770877412531,1538.5683232400872,1051.506066170048,1533.0327154992976,1068.417959599441,1527.7522303007195,1084.5504254668836,1522.7151096740286,1099.939385671178,1517.9101375448258,1114.619106559185,1513.326614759988,1128.6222752261392,1508.954335264037,1141.9800722994732,1504.7835633734835,1154.72224136821,1500.805012098539,1166.8771552125286,1497.0098224639257,1178.4718789809724,1493.389543782743,1189.5322304559731,1489.9361148394582,17353.070359849822,24363.359464504792,1594.7586000000001,96.56012658227849,609.645986696862,581.5489030055521,554.7467447778442,529.1798320848635,504.7912354988341,481.5266493292497,459.33427070127846,438.164684207145,417.97075187364794,398.707508200803,380.3320600378977,362.80349107401025,346.082770730329,330.13266725139715,314.91766480177057,300.4038843834851
649759,0,37,2,1021.6097999999998,"Triple glass, incl. frame + Internal wall insulation + Roof replacement + PV full roof with battery + Solar Thermal Collector",9038,0,175,5882,5852,127000,1171,3155,"---
r1: 0
r2: 0
r3: 0
r4: 0
r5: 0
",0.0,6702,type_129,OPEN,2012.0,8854.0,Gasboiler,141844.915,Gasboiler,1163.4517846000435,1986.8185776187456,1193.8054538266813,1979.2252969811911,1222.7601971139882,1971.9819719674256,1250.3804875169062,1965.0724739837008,1276.7278266858893,1958.4814177634744,1301.8608818116275,1952.1941271092894,1325.8356162583236,1946.1966022135234,1348.705414176403,1940.475488485245,1370.5211993721332,1935.0180468137644,1391.3315486988324,1929.8121252026633,1411.182800222156,1924.8461317111419,1430.1191564003134,1920.1090086424338,1448.1827825089613,1915.5902079218129,1465.4139005299353,1911.2796676093667,1481.8508787128806,1907.1677894952395,1497.5303170092097,1903.2454177274547,21579.660245444284,31047.51435124648,2022.3018,120.6,823.3667930187021,785.4198431545099,749.2217748534374,714.6919864667946,681.753591077585,650.333245297662,620.3609859551998,591.7700743088419,564.4968474416312,538.4805765038309,513.6633314889859,489.9898522421204,467.4074254128516,445.8657670794314,425.31691078235895,405.7151007182449
215568,0,21,1,807.6797999999998,"Triple glass, incl. frame + Internal wall insulation + Roof replacement + Floor insulation + PV full roof with battery + Solar Thermal Collector",6713,0,192,3558,4333,128600,1142,3155,"---
r1: 0
r2: 0
r3: 0
r4: 0
r5: 0
",0.0,5266,type_44,GESLOTEN,2012.0,2341.0,Gasboiler,141181.097,Gasboiler,904.3723385299592,1514.0183252268212,925.0641903783251,1506.6130933838772,944.8024056805675,1499.5491504584118,963.6309351989847,1492.8107672838482,981.5917041133672,1486.3829396122012,998.7247053751128,1480.2513547043625,1015.0680887588786,1474.402359460157,1030.6582458100625,1468.8229300172072,1045.529890877265,1463.500642750913,1059.7161384101632,1458.4236466109662,1073.2485766949153,1453.580636732813,1086.1573381912838,1448.960829265294,1098.4711666280914,1444.5539373584204,1110.217481006414,1440.350148257811,1121.4224366530232,1436.3401014547937,1132.1109834600275,1432.5148678435125,16490.786625766443,23501.075730421413,1548.6227999999999,77.41927083333334,609.645986696862,581.5489030055521,554.7467447778442,529.1798320848635,504.791235498834,481.5266493292497,459.33427070127834,438.1646842071448,417.97075187364794,398.707508200803,380.3320600378977,362.80349107401025,346.082770730329,330.13266725139715,314.91766480177057,300.4038843834851
451392,0,34,2,1024.335,"Triple glass, incl. frame + Internal wall insulation + Roof replacement + PV full roof with battery + Solar Thermal Collector",8775,0,201,5619,5613,125900,1258,3155,"---
r1: 0
r2: 0
r3: 0
r4: 0
r5: 0
",0.0,6463,type_88,HALF_OPEN,2012.0,5881.0,Gasboiler,141060.911,Gasboiler,1156.298649419609,1946.0385347945194,1184.5383908171752,1937.8811077731327,1211.4766320084211,1930.0996364944676,1237.173355935938,1922.6767940832583,1261.6857810760623,1915.5960522172936,1285.068488846323,1908.84164432407,1307.3735451409952,1902.398530473623,1328.6506162653782,1896.2523638893579,1348.9470795269476,1890.3894590023192,1368.3081287296336,1884.7967609777545,1386.7768748061287,1879.4618166461285,1404.3944418122976,1874.372746773853,1421.2000584974421,1869.5182196119902,1437.231145654319,1864.8874256640336,1452.5233994434084,1860.4700536165767,1467.1108708769725,1856.2562673792809,21258.75745885705,30339.937413721662,1984.1580000000001,103.81343283582089,789.7398853749103,753.3427169559575,718.6230044860465,685.5034381473204,653.9102711412313,623.7731554777472,595.0249853326277,567.6017476239797,541.4423794753716,516.4886322481209,492.68494183999974,469.9783049615553,448.31816111454805,427.65628000971446,407.9466541731683,389.14539650230836
430621,0,27,2,870.8292000000002,"Triple glass, incl. frame + Internal wall insulation + Roof replacement + Floor insulation + PV full roof with battery + Solar Thermal Collector",7117,0,159,3962,4333,128300,1035,3155,"---
r1: 0
r2: 0
r3: 0
r4: 0
r5: 0
",0.0,5266,type_84,HALF_OPEN,2012.0,6029.0,Gasboiler,140877.092,Gasboiler,970.7640141873411,1580.410000884203,992.1497012434086,1573.6986042489607,1012.549774595585,1567.2965193734292,1032.0096587547014,1561.1894908395648,1050.5726847276355,1555.3639202264696,1068.2801865017618,1549.8068358310115,1085.171593082664,1544.5058637839425,1101.2845162900612,1539.4492004972062,1116.6548345074334,1534.6255863810813,1131.3167725718329,1530.0242807726358,1145.3029779817712,1525.6350380196686,1158.6445935928718,1521.448084666882,1171.3713269631605,1517.4540976934895,1183.5115165023983,1513.6441837537955,1195.092194572758,1510.0098593745286,1206.1391476813446,1506.5430320648297,17620.815493756727,24631.104598411697,1611.7722000000003,95.12893081761007,609.645986696862,581.5489030055521,554.7467447778442,529.1798320848634,504.7912354988341,481.5266493292497,459.33427070127846,438.164684207145,417.97075187364794,398.707508200803,380.33206003789746,362.80349107401025,346.082770730329,330.13266725139715,314.91766480177057,300.4038843834851
470300,0,68,2,1282.9932000000001,"Triple glass, incl. frame + Internal wall insulation + Roof replacement + Condensing gas boiler + PV full roof with battery",6017,3155,156,6017,5613,130000,1107,3155,"---
r1: 17250
r2: 12075
r3: 326
r4: 17250
r5: 12075
",315.1,6463,type_93,OPEN,1945.0,11978.0,Gasboiler,140508.116,Gasboiler,1419.5323973099328,2209.272282684843,1448.751289327713,2202.0940062836708,1476.6235544959693,2195.246558982016,1503.2112555332571,2188.7146936805775,1528.5735948401232,2182.4838659813545,1552.7670463241177,2176.540201801865,1575.8454811493284,2170.870466481956,1597.8602876904235,2165.4620353144032,1618.860485958307,2160.3028654336786,1638.8928367521767,2155.3814690002973,1658.0019457810367,2150.6868876210365,1676.230362986501,2146.2086679480562,1693.618677288054,2141.936838402602,1710.2056069617365,2137.861886971451,1726.0280858535016,2133.9747400266697,1741.1213456192054,2130.2667421215137,25566.12425387138,34647.30420873599,2242.8162,157.9519230769231,789.7398853749103,753.3427169559577,718.6230044860465,685.5034381473204,653.9102711412313,623.7731554777472,595.0249853326277,567.6017476239797,541.4423794753716,516.4886322481207,492.68494183999974,469.9783049615553,448.31816111454805,427.65628000971446,407.9466541731681,389.14539650230836
472998,0,82,2,1294.3854,"Triple glass, incl. frame + Internal wall insulation + Roof replacement + Condensing gas boiler + PV full roof with battery + Solar Thermal Collector",5674,3155,153,5674,5098,129300,1063,3155,"---
r1: 17250
r2: 12075
r3: 334
r4: 17250
r5: 12075
",315.1,5984,type_94,OPEN,1945.0,13396.0,Gasboiler,139510.855,Gasboiler,1416.6525240891208,2133.932754917785,1442.817244304777,2127.039793929126,1467.7760969354717,2120.464512554546,1491.5846574515522,2114.1922697221808,1514.2959399866613,2108.209099131147,1535.9605153834477,2102.5016781530103,1556.626623798833,2097.0572981665036,1576.3402821195868,2091.8638362594493,1595.1453864273788,2086.9097282348694,1613.0838097414635,2082.183942861171,1630.1954952566543,2077.6759573090894,1646.5185452841843,2073.3757337206725,1662.089306093497,2069.2736968581444,1676.9424488438983,2065.3607127828836,1691.1110467862577,2061.6280685170277,1704.6266489066786,2058.067452642429,25221.766571409466,33469.736535760036,2166.1434,165.30065359477123,717.2802308286643,684.2225496243491,652.6884156190745,622.6076122706286,593.9131591444857,566.5411627695626,540.4306743676707,515.5235541398624,491.7643418074906,469.1001331197076,447.4804620524351,426.8571884364883,407.18439076464733,388.4182639389853,370.51702173077,353.4408037357505
92349,0,28,2,786.7926000000001,"Triple glass, incl. frame + Internal wall insulation + Roof replacement + Floor insulation + Condensing gas boiler + PV full roof with battery",6131,0,145,2976,3597,119300,970,3155,"---
r1: 23250
r2: 16275
r3: 845
r4: 23250
r5: 16275
",0.0,4548,type_21,GESLOTEN,1980.0,7876.0,Gasboiler,130701.01100000001,Gasboiler,866.3950126349745,1372.4870075919587,883.4296396502225,1366.1970996342916,899.6791826144942,1360.197078060122,915.1798241202549,1354.4735827192058,929.9660791932987,1349.0138691977543,944.0708721467947,1343.8057804406583,957.525609893317,1338.8377196815695,970.3602518781054,1334.0986246205703,982.6033767892748,1329.5779427919315,994.2822461935128,1325.2656080671081,1005.422865238967,1321.1520182406557,1016.0500405604837,1317.2280136491554,1026.187435516138,1313.4848567755412,1035.8576228780476,1309.9142127934124,1045.0821350947956,1306.5081310080125,1053.881512237384,1303.2590271525457,15525.973706640063,21345.500572424495,1401.8796000000002,90.01724137931035,506.0919949569842,482.7674599840691,460.5178954456279,439.29375859895083,419.0477900044556,399.73490829386355,381.31210978825254,363.7383727424649,346.97456600265673,330.9833618735953,315.7291530016887,301.1779730886717,287.2974212594031,274.05658991536484,261.42599591321687,249.37751491516178
541895,0,95,3,1265.5817999999997,"Triple glass, incl. frame + Internal wall insulation + Roof replacement + Condensing gas boiler + PV full roof with battery",6018,3155,125,6018,5613,120200,1004,3155,"---
r1: 17250
r2: 12075
r3: 408
r4: 17250
r5: 12075
",315.1,6463,type_110,OPEN,1980.0,37660.0,Gasboiler,130125.906,Gasboiler,1405.2420664006838,2194.981951775594,1435.128855861392,2188.4715728173496,1463.6382367225744,2182.261241208621,1490.8336903579195,2176.33712850524,1516.775772440774,2170.6860435820054,1541.5222477824802,2165.2954032602274,1565.1282189563372,2160.153204288965,1587.6462489936,2155.2479966175797,1609.1264784247305,2150.568857900102,1629.616736926494,2146.1053691746147,1649.1626498235241,2141.847591663524,1667.8077396814879,2137.786044643043,1685.5935232180739,2133.911684332622,1702.5596037475907,2130.215883757305,1718.743759365022,2126.69041353819,1734.1820270658936,2123.327423568202,25402.707855768578,34483.88781063319,2225.4048,207.26,789.7398853749103,753.3427169559577,718.6230044860465,685.5034381473204,653.9102711412313,623.7731554777472,595.0249853326277,567.6017476239797,541.4423794753716,516.4886322481207,492.68494183999974,469.9783049615553,448.31816111454805,427.65628000971446,407.9466541731681,389.14539650230836
538419,0,76,3,1222.8120000000001,"Triple glass, incl. frame + Internal wall insulation + Roof replacement + Condensing gas boiler + PV full roof with battery",5805,3155,125,5805,5613,119300,1005,3155,"---
r1: 17250
r2: 12075
r3: 394
r4: 17250
r5: 12075
",315.1,6463,type_109,OPEN,1980.0,34216.0,Gasboiler,128913.99,Gasboiler,1362.4419647590264,2152.1818501339367,1392.32226977854,2145.6649867344977,1420.8254650504716,2139.448469536518,1448.0150181751553,2133.5184563224757,1473.9514716873693,2127.8617428286007,1498.6925778654088,2122.465733343156,1522.2934273271426,2117.3184126597703,1544.8065716993945,2112.408319323374,1566.2821406337944,2107.724520109166,1586.7679534296558,2103.2565856777765,1606.309625512432,2098.9945673524317,1624.9506700048378,2094.928974966393,1642.7325946168114,2091.0507557313595,1659.6949940700579,2087.3512740797723,1675.875638262968,2083.822292436136,1691.3105563722365,2080.455952874545,24717.272939245304,33798.45289410991,2182.635,188.26,789.7398853749103,753.3427169559577,718.6230044860465,685.5034381473204,653.9102711412313,623.7731554777472,595.0249853326277,567.6017476239797,541.4423794753716,516.4886322481207,492.68494183999974,469.9783049615553,448.31816111454805,427.65628000971446,407.9466541731681,389.14539650230836
467117,0,49,2,887.7672,"Triple glass, incl. frame + Internal wall insulation + Roof replacement + Floor insulation + Condensing gas boiler + PV full roof with battery + Solar Thermal Collector",2372,3155,105,2372,3409,123000,889,3155,"---
r1: 23250
r2: 16275
r3: 692
r4: 23250
r5: 16275
",315.1,4309,type_92,OPEN,1945.0,14361.0,Gasboiler,128821.61499999999,Gasboiler,964.1273369775922,1443.7680405662381,980.4681287851392,1438.0033723452425,996.0558136994766,1432.5043835004624,1010.9251005645383,1427.2588295230657,1025.1090985790302,1422.2550302235086,1038.6393910201455,1417.4818437234485,1051.546105569531,1412.9286416463042,1063.8579813981064,1408.5852854512236,1075.6024331591063,1404.4421038577598,1086.8056120318433,1400.4898713109887,1097.4924639521114,1396.7197874391163,1107.6867851588954,1393.123457457834,1117.4112751810687,1389.6928734777896,1126.687587382063,1386.42039667355,1135.5363771750608,1383.2987402743536,1143.9773480160666,1380.3209533387762,17021.928838649772,22537.293610809662,1470.7062,130.16666666666669,479.6407035886459,457.53524356010325,436.44856980098575,416.33372895852744,397.1459316444784,378.842452703303,361.38253607677325,344.7273040531172,328.83967069865344,313.6842592791454,299.2273234870049,285.4366722989387,272.28159829672086,259.732809291487,247.76236309929277,236.34360532270966
580070,0,80,2,1120.527,"Triple glass, incl. frame + Internal wall insulation + Roof replacement + Condensing gas boiler + PV full roof with battery + Solar Thermal Collector",8845,0,129,5689,4831,113700,956,3155,"---
r1: 17250
r2: 12075
r3: 409
r4: 17250
r5: 12075
",0.0,5745,type_119,OPEN,1998.0,15291.0,Gasboiler,127957.647,Gasboiler,1237.945861423877,1917.6596305751673,1263.0730710485773,1911.460504794209,1287.0422293989968,1905.5470814695636,1309.9067082093593,1899.9061932778975,1331.7174194419613,1894.5252797454154,1352.5229286520096,1889.392359279659,1372.3695631277512,1884.496002490289,1391.3015150466913,1879.8253067394485,1409.360939877594,1875.3698718650376,1426.5880502473779,1871.1197770228405,1443.0212054819171,1867.065558595945,1458.6969970201271,1863.1981891222604,1473.6503298915245,1859.5090571932137,1487.9145004386883,1855.9899482788683,1501.521270457683,1852.6330264367627,1514.5009379215312,1849.430816863746,22261.133527685663,30077.128603750323,1946.6280000000002,173.62403100775194,679.7137691512903,648.3874337456318,618.5048520705668,589.9994850685382,562.8078603034542,536.8694306276495,512.1264393625377,488.5237916927572,466.0089319874435,444.53172677546263,424.0443531140279,404.50119210213325,385.8587273016892,368.07544784018,351.1117559790798,334.9298789422148
369345,0,35,2,786.5334,"Triple glass, incl. frame + Internal wall insulation + Roof replacement + Floor insulation + Condensing gas boiler + PV full roof with battery + Solar Thermal Collector",5994,0,121,2838,3409,116600,942,3155,"---
r1: 23250
r2: 16275
r3: 787
r4: 23250
r5: 16275
",0.0,4309,type_74,HALF_OPEN,1998.0,4190.0,Gasboiler,127807.268,Gasboiler,861.2875499697302,1340.9282535583761,877.2846663940234,1334.8199099541266,892.5445150780195,1328.9930848790052,907.1010748780618,1323.4348038365893,920.9867586485984,1318.1326902930768,934.2324854153569,1313.07493811866,946.8677492222354,1308.2502852990085,958.9206848052097,1303.647988858327,970.4181302394902,1299.2578009381436,981.3856866994274,1295.0699459785728,991.8477754642296,1291.0750989512346,1001.8276922964268,1287.2643645953654,1011.3476593141654,1283.6292576108863,1020.4288744728372,1280.1616837643242,1029.0915587662203,1276.853921865513,1037.355001252237,1273.6986065749466,15342.92786291627,20858.292635076155,1369.4724,105.43388429752066,479.6407035886459,457.53524356010325,436.44856980098575,416.33372895852744,397.1459316444784,378.842452703303,361.38253607677314,344.7273040531172,328.83967069865344,313.6842592791454,299.22732348700504,285.43667229893856,272.28159829672086,259.732809291487,247.76236309929277,236.34360532270966
357898,0,31,2,781.8606000000001,"Triple glass, incl. frame + Internal wall insulation + Roof replacement + Floor insulation + Condensing gas boiler + PV full roof with battery",6171,0,122,3015,3597,116100,894,3155,"---
r1: 23250
r2: 16275
r3: 769
r4: 23250
r5: 16275
",0.0,4548,type_73,HALF_OPEN,1998.0,4383.0,Gasboiler,127129.95899999999,Gasboiler,863.7659374009651,1369.8579323579493,881.2933819469172,1364.0608419309863,898.0130296943197,1358.5309251399476,913.9621100102962,1353.255868609247,929.1761364520313,1348.2239264564869,943.6889858442275,1343.423894138091,957.5329737120804,1338.845083500333,970.7389262377305,1334.4772989801954,983.3362489004221,1330.3108149030788,995.3529919532031,1326.3363538267984,1006.815912881967,1322.5450658836558,1017.7505359859106,1318.9285090745823,1028.181209212075,1315.478630471478,1038.1311583705224,1312.1877482858872,1047.6225388508688,1309.0485347640856,1056.6764849553288,1306.0539998704905,15532.038562408865,21351.565428193295,1396.9476000000002,104.70901639344262,506.0919949569842,482.7674599840691,460.5178954456279,439.29375859895083,419.0477900044556,399.73490829386355,381.31210978825254,363.7383727424649,346.97456600265673,330.9833618735953,315.7291530016887,301.1779730886717,287.2974212594031,274.05658991536484,261.42599591321687,249.37751491516178
